HR,Irradiance,Temperature,Humidity,POWER
3,0,24.14,90.87,0
4,0,23.83,92.5,0
5,0,23.58,93.69,0
6,9.57,23.73,92.91,0.198080745
7,83.6,25.33,84.98,1.3364146
8,230.27,27.78,71.7,3.82211777
9,326.62,29.86,61.58,5.70361794
10,415.35,31.49,54.71,7.543279675
11,590.95,32.95,48.98,11.08837363
12,707.65,33.98,44.77,13.59436365
13,576.95,34.48,42.1,11.2455187
14,622,34.35,40.88,12.087065
15,466.67,33.73,41.36,8.983363095
16,265.4,32.91,43.54,5.0856913
17,80.38,31.44,54.87,1.60864124
18,0,29.62,67.77,0
19,0,28.81,69.46,0
20,0,27.94,71.71,0
21,0,27.23,73.01,0
22,0,26.62,74.02,0
23,0,26.06,75.51,0
0,0,25.5,78.2,0
1,0,24.92,82.27,0
2,0,24.42,86.49,0
3,0,24.09,89.6,0
4,0,23.92,91.44,0
5,0,23.89,92.07,0
6,10.07,24.08,91.35,0.20688102
7,89.18,25.62,83.39,1.43258122
8,261.45,28.13,69.8,4.370002325
9,396.1,30.5,59.07,7.0118475
10,534.25,32.19,52.22,9.842315875
11,691.05,33.23,48.15,13.03505368
12,661.15,33.89,45.25,12.68218058
13,600.35,34.3,42.7,11.64771475
14,525.28,34.31,41.04,10.21986056
15,385.62,34.19,40.12,7.52903151
16,226.98,33.4,41.78,4.4226844
17,67.18,31.78,52.49,1.38266618
18,0,29.49,65.65,0
19,0,28.64,65.75,0
20,0,27.85,68.15,0
21,0,27.02,72.8,0
22,0,26.28,77.76,0
23,0,25.63,82.32,0
0,0,25.1,85.82,0
1,0,24.67,88.3,0
2,0,24.34,90.01,0
3,0,24.05,91.43,0
4,0,23.84,92.3,0
5,0,23.68,92.93,0
6,9.45,23.89,91.67,0.197029725
7,82.07,25.84,81.32,1.33207246
8,205.48,28.29,68.93,3.46641314
9,333.2,30.08,61.06,5.8496952
10,392.83,31.53,55.32,7.146780955
11,523.42,32.75,50.42,9.78672725
12,613.08,33.33,47.43,11.61433038
13,514.38,33.74,45.02,9.86875654
14,509.65,33.76,43.49,9.7937903
15,420.65,33.44,43.12,8.0573787
16,259,32.59,45.49,4.9296145
17,76.62,30.84,57.84,1.52065736
18,0,29.11,64.61,0
19,0,28.44,65.22,0
20,0,27.84,67.87,0
21,0,27.13,72.49,0
22,0,26.47,77.2,0
23,0,25.9,81.35,0
0,0,25.4,84.9,0
1,0,25.03,87.52,0
2,0,24.82,88.94,0
3,0,24.65,89.94,0
4,0,24.49,90.75,0
5,0,24.36,91.3,0
6,8.9,24.47,90.57,0.19137735
7,87.07,26.08,81.12,1.41836602
8,203.57,28.49,67.8,3.453256685
9,353.12,30.8,57.73,6.3084432
10,516.78,32.57,51,9.61211107
11,671.35,33.84,46.36,12.8508803
12,640.65,34.69,42.84,12.52330433
13,566.2,35.23,40.2,11.2295017
14,560.12,35.2,39.09,11.1127508
15,356.45,34.69,39.58,7.051050225
16,205.93,33.84,41.3,4.06813954
17,61.15,32.04,51.89,1.2809732
18,0,29.98,64.18,0
19,0,29.15,65.75,0
20,0,28.37,67.35,0
21,0,27.64,69.21,0
22,0,26.96,71.45,0
23,0,26.44,73.59,0
0,0,25.96,76.45,0
1,0,25.44,80.33,0
2,0,24.93,84.85,0
3,0,24.56,88.55,0
4,0,24.37,90.74,0
5,0,24.26,91.89,0
6,9.85,24.47,91.06,0.205400775
7,108.8,25.85,83.48,1.743616
8,260.52,28.17,71.03,4.35943178
9,397.33,31.17,56.94,7.153136745
10,434.42,33.8,46.01,8.3366032
11,595.47,35.75,38.46,11.92263613
12,732.47,37.06,33.23,15.08216469
13,627.2,37.76,30.13,13.1393824
14,688.08,37.93,28.59,14.46479348
15,497.1,37.45,28.7,10.39150275
16,300.17,36.27,30.59,6.184862155
17,97.88,33.65,39.42,2.0191979
18,0,30.77,50.09,0
19,0,29.86,53.08,0
20,0,28.87,58.5,0
21,0,27.82,65.78,0
22,0,26.92,73.31,0
23,0,26.24,79.69,0
0,0,25.7,84.72,0
1,0,25.27,88.26,0
2,0,25.03,90.24,0
3,0,24.98,90.7,0
4,0,24.91,91.16,0
5,0,24.82,91.7,0
6,9.9,24.9,91.15,0.2080545
7,118.93,26.11,83.14,1.913355535
8,250.5,28.09,69.04,4.18582025
9,401.98,30.31,56.74,7.08023121
10,451.95,32.34,48.64,8.37204085
11,669.4,33.98,42.98,12.8560454
12,668.72,34.8,39.94,13.0998552
13,650,34.72,39.31,12.7231
14,584.35,34.13,40.4,11.30605198
15,422.27,33.26,42.59,8.05362759
16,251.25,32.19,45.96,4.741669375
17,74.35,30.51,53.11,1.469600825
18,0,29.01,59.83,0
19,0,28.26,63.63,0
20,0,27.72,66.38,0
21,0,27.25,68.72,0
22,0,26.77,71.22,0
23,0,26.22,74.17,0
0,0,25.65,77.56,0
1,0,25.08,81.5,0
2,0,24.61,85.08,0
3,0,24.24,88.15,0
4,0,23.97,90.71,0
5,0,23.88,92.24,0
6,9.98,24.08,92.12,0.20556828
7,129.25,25.18,87.66,2.01921925
8,298.23,27.02,76.67,4.82454107
9,440.42,29.17,62.9,7.52274813
10,620.85,31.26,52.71,11.16168445
11,603.03,32.91,46.43,11.30193529
12,658.7,33.78,43.42,12.6030237
13,642.25,34.14,42.11,12.40532425
14,504.88,34,42.04,9.757964
15,402.45,33.29,43.58,7.688089725
16,270,32.41,48.44,5.110315
17,85.78,30.98,60.75,1.68753398
18,0,29.67,68.3,0
19,0,29,68.19,0
20,0,28.24,70.99,0
21,0,27.42,73.99,0
22,0,26.66,76.53,0
23,0,25.93,79.56,0
0,0,25.31,82.83,0
1,0,24.8,86.08,0
2,0,24.38,89.05,0
3,0,24.07,91.23,0
4,0,23.83,92.79,0
5,0,23.67,93.79,0
6,9.38,23.89,92.88,0.19601469
7,106.6,25.57,85.15,1.6963429
8,248.8,28.13,71.01,4.1624348
9,406.33,30.27,60.21,7.148561595
10,534.97,31.66,54.22,9.72785509
11,659.67,32.39,50.98,12.19878259
12,646.53,32.62,49.7,12.03490137
13,567.33,32.24,50.42,10.48831114
14,486.27,31.44,53.01,8.84326046
15,363.38,30.37,57.55,6.47880777
16,160.35,29.06,65,2.85820945
17,31.5,27.4,75.15,0.67652
18,0,26.19,81.7,0
19,0,25.6,85.09,0
20,0,25.19,87.99,0
21,0,24.88,90.32,0
22,0,24.6,92.01,0
23,0,24.4,92.14,0
0,0,24.02,92.55,0
1,0,23.58,93.15,0
2,0,23.16,93.68,0
3,0,22.83,93.53,0
4,0,22.54,93.73,0
5,0,22.3,93.89,0
6,7.07,22.31,93.21,0.157491765
7,105.38,23.22,87.5,1.56629062
8,259.38,24.72,78.57,3.93801812
9,418.27,26.45,70.51,6.636971175
10,611.33,27.83,65.63,10.04847876
11,708.88,28.73,63.04,11.93305508
12,817.4,29.4,61.09,13.999452
13,786.17,29.77,59.87,13.61006391
14,651.83,29.83,59.39,11.33420251
15,465.8,29.54,60.46,8.0886294
16,260.67,28.89,65.58,4.526352835
17,75.93,27.47,77.43,1.393346195
18,0,25.99,83.6,0
19,0,25.5,83.75,0
20,0,25.11,84.45,0
21,0,24.76,85.61,0
22,0,24.45,86.56,0
23,0,24.14,87.7,0
0,0,23.81,89.03,0
1,0,23.47,90.45,0
2,0,23.18,91.52,0
3,0,22.97,92.13,0
4,0,22.74,92.76,0
5,0,22.55,93.07,0
6,11.55,22.67,91.94,0.221139825
7,131.15,23.85,85.67,1.969379875
8,312.55,26.05,72.97,4.915929875
9,534.25,27.97,64.21,8.817775125
10,657.78,29.28,59.42,11.23358428
11,756.05,30.06,56.56,13.17227585
12,842.47,30.6,54.27,14.8800744
13,816.28,30.77,52.97,14.49367102
14,709.42,30.65,52.64,12.58500035
15,534.67,30.23,53.51,9.428395845
16,305.98,29.59,56.53,5.38170169
17,101.95,28.05,69.61,1.839176375
18,0,26.54,76.01,0
19,0,26.02,76.63,0
20,0,25.58,77.66,0
21,0,25.16,79.26,0
22,0,24.78,80.92,0
23,0,24.42,82.7,0
0,0,23.96,85.31,0
1,0,23.45,88.54,0
2,0,23.05,91.26,0
3,0,22.82,92.91,0
4,0,22.65,94.11,0
5,0,22.53,95.07,0
6,11.62,22.82,94.08,0.22290078
7,138.93,24.19,88.74,2.103310015
8,286.1,26.24,79.14,4.5311438
9,469.73,28.1,69.39,7.79122335
10,579.8,29.53,62.73,9.9789223
11,703.8,30.62,57.93,12.4469102
12,618.75,31.14,55.2,11.11085625
13,578.58,31.24,54.2,10.43335264
14,503.9,31.06,54.31,9.0726353
15,425.38,30.69,55.38,7.61988549
16,255,29.96,59,4.55416
17,76.3,28.3,73.78,1.4278055
18,0,26.78,80.82,0
19,0,26.26,81.48,0
20,0,25.8,82.66,0
21,0,25.33,84.44,0
22,0,24.89,86.38,0
23,0,24.44,88.49,0
0,0,24.01,90.48,0
1,0,23.61,92.28,0
2,0,23.24,93.99,0
3,0,22.89,95.54,0
4,0,22.63,96.58,0
5,0,22.5,96.9,0
6,10.25,22.86,94.92,0.20387925
7,120.6,24.62,87.05,1.8583774
8,250.32,27.02,75.33,4.06234088
9,403.98,29.14,65.05,6.90231474
10,479.27,30.76,57.86,8.53131784
11,550.15,31.97,52.64,10.08779548
12,701.78,32.85,48.71,13.12573785
13,705.67,33.18,46.43,13.31262127
14,662.35,32.98,45.87,12.45374885
15,531.88,32.31,46.78,9.87781926
16,302.08,31.33,50.03,5.55167488
17,90.6,29.51,63.74,1.7128727
18,0,27.56,73.98,0
19,0,26.79,75.39,0
20,0,26.17,77.24,0
21,0,25.63,79.71,0
22,0,25.12,82.61,0
23,0,24.68,85.24,0
0,0,24.28,87.76,0
1,0,23.92,90.07,0
2,0,23.6,92.15,0
3,0,23.34,93.78,0
4,0,23.14,94.99,0
5,0,23.01,95.71,0
6,12.68,23.32,94.25,0.24061392
7,116.15,24.99,86.7,1.811727325
8,282.23,27.47,73.28,4.627148645
9,465.05,29.46,63.34,7.99910535
10,542.92,30.78,57.82,9.65593492
11,674.78,31.77,53.89,12.28741727
12,722.42,32.41,51.1,13.36520949
13,676.08,32.73,49.32,12.62294428
14,533.7,32.44,49.56,9.9323276
15,389,31.97,50.55,7.2050985
16,205.9,31.19,53.84,3.82203445
17,59.88,29.82,65.51,1.19807972
18,0,28.04,77.8,0
19,0,27.26,78.8,0
20,0,26.65,79.5,0
21,0,26.12,80.68,0
22,0,25.57,82.74,0
23,0,25.07,85.2,0
0,0,24.61,87.72,0
1,0,24.29,89.61,0
2,0,24,91.4,0
3,0,23.84,92.38,0
4,0,23.71,93.23,0
5,0,23.6,93.9,0
6,11.45,23.76,93.27,0.2253609
7,112.7,24.76,88.98,1.7483284
8,258.17,26.44,80.27,4.11984416
9,457.73,28.38,69.78,7.65215733
10,515.05,30,61.95,8.9846125
11,697.38,30.94,57.46,12.43479674
12,684.17,31.39,54.94,12.34988084
13,608.65,31.3,54.26,10.98527275
14,460.05,31.1,54.33,8.30358725
15,279.92,30.65,55.52,5.0604966
16,106.15,29.93,58.96,1.987743775
17,26.35,28.09,73.08,0.601889675
18,0,26.42,80.77,0
19,0,25.86,82.51,0
20,0,25.42,84.02,0
21,0,25.07,85.19,0
22,0,24.73,86.62,0
23,0,24.42,88.2,0
0,0,24.12,90.03,0
1,0,23.77,92.44,0
2,0,23.49,94.39,0
3,0,23.31,95.56,0
4,0,23.23,96.04,0
5,0,23.19,96.22,0
6,12.62,23.42,95.24,0.24032718
7,106.22,24.45,91,1.63701055
8,263.2,25.91,84.08,4.1357804
9,408.77,27.48,74.22,6.67773732
10,563.6,28.84,65.78,9.5279008
11,671.67,29.73,60.12,11.6146996
12,775.33,30.16,56.91,13.55026626
13,705.05,30.49,54.78,12.44757603
14,631.22,30.47,54.25,11.16204803
15,441.12,30.06,55.51,7.77123024
16,220.57,29.22,60.23,3.88741243
17,77.62,27.42,74.49,1.41882818
18,0,26.03,80.86,0
19,0,25.58,82.64,0
20,0,25.25,84.67,0
21,0,24.91,87.42,0
22,0,24.53,90.23,0
23,0,24.14,92.17,0
0,0,23.72,93.64,0
1,0,23.3,94.7,0
2,0,22.91,95.69,0
3,0,22.62,96.64,0
4,0,22.4,97.34,0
5,0,22.16,98.21,0
6,10.75,22.55,96.28,0.209398125
7,91.05,24.45,86.03,1.413215125
8,187.93,27.01,67.48,3.068932685
9,301.35,29.5,53.38,5.22048375
10,371.8,31.24,46.18,6.7210144
11,390.8,32.49,41.87,7.2891914
12,645.65,33.49,38.62,12.27145583
13,537.8,34.31,36.1,10.4501131
14,564.92,34.68,34.66,11.07459152
15,356.75,34.34,34.67,7.00067025
16,223.6,33.3,36.69,4.349146
17,76.9,30.94,51.59,1.5290537
18,0,28.74,63.81,0
19,0,27.95,64.9,0
20,0,26.99,68.62,0
21,0,26.05,72.2,0
22,0,25.2,76.34,0
23,0,24.57,80.3,0
0,0,24.05,83.61,0
1,0,23.59,86.38,0
2,0,23.16,88.82,0
3,0,22.8,90.98,0
4,0,22.51,92.6,0
5,0,22.27,93.83,0
6,13.68,22.62,92.01,0.25054872
7,127.12,25.01,78.9,1.97737204
8,272.42,28.15,61.7,4.55245535
9,499.42,30.8,51.35,8.8847862
10,685.15,32.78,45.1,12.77596015
11,866.17,34.18,40.82,16.68069827
12,823.78,35.1,37.95,16.2207801
13,787.12,35.56,36.21,15.67719424
14,641.45,35.52,35.67,12.7983743
15,461.9,35.05,36.11,9.16744275
16,251.23,33.91,38.24,4.935756685
17,80.05,31.88,49.97,1.6185848
18,0,29.64,67.52,0
19,0,28.76,68.27,0
20,0,27.91,69.37,0
21,0,27.16,71.23,0
22,0,26.42,74.64,0
23,0,25.79,78.02,0
0,0,25.18,81.39,0
1,0,24.61,84.46,0
2,0,24.14,87,0
3,0,23.74,89.27,0
4,0,23.43,91.06,0
5,0,23.16,92.76,0
6,11.07,23.41,91.86,0.218129415
7,132.8,25.51,80.78,2.0924776
8,333.4,27.95,67.58,5.5235885
9,525.45,29.92,58.77,9.1350963
10,673.92,31.47,52.93,12.17091808
11,741.6,32.61,48.77,13.7736092
12,713.53,33.09,46.32,13.42055597
13,613.88,32.97,45.76,11.53988062
14,543.47,31.99,48.37,10.00153489
15,393.62,30.9,52.53,7.0993611
16,223.12,29.57,58.36,3.96564628
17,69.6,27.98,68.54,1.3073336
18,0,26.71,77.6,0
19,0,26.07,80.84,0
20,0,25.54,83.72,0
21,0,25.12,86.17,0
22,0,24.78,88.25,0
23,0,24.51,89.82,0
0,0,24.27,90.93,0
1,0,24.03,91.84,0
2,0,23.81,92.42,0
3,0,23.61,92.49,0
4,0,23.42,92.41,0
5,0,23.24,92.93,0
6,10.77,23.25,92.29,0.213068625
7,121.28,24.15,86.34,1.8428104
8,272.08,26.02,73.51,4.28608472
9,453.55,28.13,60.82,7.532075175
10,681.33,29.85,52.41,11.80695273
11,713.2,31.16,47.39,12.7849904
12,703.42,32.07,44.47,12.90923073
13,652,32.48,43.25,12.104632
14,519.97,32.51,43.08,9.696788615
15,373.85,31.98,44.4,6.93201285
16,211.1,30.99,48.23,3.89552005
17,69.47,29.42,61.45,1.35022583
18,0,27.95,75.21,0
19,0,27.64,75.62,0
20,0,27.36,75.62,0
21,0,27,75.79,0
22,0,26.52,76.7,0
23,0,25.93,78.6,0
0,0,25.31,80.62,0
1,0,24.69,82.64,0
2,0,24.09,85,0
3,0,23.57,87.22,0
4,0,23.24,88.89,0
5,0,23.07,89.87,0
6,11.5,23.42,87.62,0.2243235
7,75.75,24.74,79.07,1.19738725
8,183.18,26.77,67.1,2.97360287
9,312.73,28.82,56.69,5.31853287
10,582.33,30.82,48.91,10.36007227
11,691.58,32.57,42.99,12.83956727
12,689.92,33.63,39.43,13.14810432
13,642.47,34.1,37.7,12.39796465
14,523.12,33.91,37.49,10.08424964
15,377.08,33.08,38.77,7.17726288
16,204.23,31.84,42.64,3.85206994
17,70.62,29.66,58.01,1.37739014
18,0,28.21,67.23,0
19,0,27.74,70.32,0
20,0,27.38,72.02,0
21,0,26.95,73.36,0
22,0,26.42,74.59,0
23,0,25.9,74.49,0
0,0,25.41,74.34,0
1,0,24.8,75.41,0
2,0,23.84,77.16,0
3,0,23.01,79.91,0
4,0,22.43,81.49,0
5,0,21.99,82.89,0
6,12.9,22.25,80.91,0.23753625
7,132.1,23.66,68.75,1.9718437
8,327.6,26.16,47.98,5.1650072
9,528.7,28.91,32.05,8.95074765
10,695.47,31.53,24.35,12.5756886
11,807.35,33.65,22.39,15.36285988
12,906.33,34.93,22.5,17.76488561
13,821.22,35.6,22.97,16.3655194
14,699.55,35.73,23.55,14.01102718
15,496.15,35.29,24.55,9.889672575
16,285.02,34.15,27.23,5.60886985
17,90.85,31.05,47.64,1.780089125
18,0,29.07,53.53,0
19,0,28.77,53.69,0
20,0,28.45,54.34,0
21,0,27.85,55.88,0
22,0,27.24,57.09,0
23,0,26.6,58.31,0
0,0,26.09,58.76,0
1,0,25.44,62.89,0
2,0,24.66,67.7,0
3,0,23.93,69.43,0
4,0,23.13,71.62,0
5,0,22.23,72.95,0
6,12.2,22.34,73.61,0.2283966
7,127.1,24.8,53.2,1.965061
8,263.33,28.33,36.26,4.424550005
9,494.6,31.86,25.9,9.0358302
10,711.05,34.22,21.6,13.71589645
11,778.38,35.84,19.25,15.58263764
12,768.55,36.89,17.78,15.76037678
13,791.2,37.43,17,16.4235772
14,623.3,37.41,16.86,12.97031885
15,448.33,36.77,17.28,9.249529845
16,270.83,35.48,19.36,5.49968428
17,85.95,31.79,40.74,1.721870225
18,0,29.07,47.05,0
19,0,28.3,47.34,0
20,0,27.79,47.1,0
21,0,27.49,47.48,0
22,0,27.11,49.02,0
23,0,26.05,53.91,0
0,0,24.79,58.22,0
1,0,23.77,60.54,0
2,0,22.86,64.72,0
3,0,22.05,71.68,0
4,0,21.42,80.11,0
5,0,20.83,88.97,0
6,14.73,21.71,89.43,0.259142235
7,83.93,24.81,76.59,1.321773985
8,202.25,27.82,62.62,3.37040525
9,369.8,30.43,49.94,6.5406063
10,531.5,32.46,40.95,9.8567455
11,673.72,33.98,34.79,12.93830252
12,688.95,35.16,30.55,13.6041294
13,646.83,35.9,27.93,13.00515115
14,593.55,36.11,26.7,12.01070323
15,434.73,35.74,26.76,8.77200009
16,232.18,34.79,28.15,4.66556899
17,74.8,32.39,42.13,1.5407474
18,0,29.76,53.41,0
19,0,28.69,55.33,0
20,0,27.44,61.03,0
21,0,26.29,67.5,0
22,0,25.5,72.87,0
23,0,24.97,77.25,0
0,0,24.49,81.22,0
1,0,24.04,84.8,0
2,0,23.62,87.9,0
3,0,23.21,90.7,0
4,0,22.8,93.31,0
5,0,22.57,94.41,0
6,15.43,23.06,91.13,0.27797961
7,93.82,25.19,79.92,1.48532161
8,255.73,27.8,65.12,4.2381698
9,327.77,29.93,53.5,5.733707745
10,641.53,31.81,44.78,11.68891869
11,784.2,33.4,38.28,14.837276
12,795.08,34.45,34.01,15.4272777
13,750.97,34.99,31.54,14.77053564
14,621.25,34.99,30.74,12.25157938
15,440.4,34.25,31.88,8.589165
16,239.95,33.25,34.67,4.650064375
17,78.65,31.04,48.88,1.5635207
18,0,29.21,57.86,0
19,0,28.62,59.61,0
20,0,28.05,62.9,0
21,0,27.47,66.66,0
22,0,26.9,70.37,0
23,0,26.36,73.75,0
0,0,25.72,77.16,0
1,0,25.13,80.25,0
2,0,24.52,83.74,0
3,0,23.97,87.36,0
4,0,23.49,90.73,0
5,0,23.07,93.93,0
6,15.85,23.49,92.35,0.286979925
7,140.85,25.52,81.09,2.2157089
8,354.95,28.15,65.44,5.907391625
9,542.05,30.63,52.39,9.594033675
10,725.65,32.76,41.78,13.5187198
11,838.85,34.46,34.39,16.26373445
12,842.78,35.58,29.99,16.77417558
13,744.33,36.15,27.71,15.02962578
14,602.78,36.27,26.7,12.23869877
15,399.7,35.88,26.85,8.1024312
16,215.95,34.9,28.49,4.36130725
17,67.88,32.22,44.88,1.40874212
18,0,29.86,55.02,0
19,0,29.01,57.87,0
20,0,28.05,61.03,0
21,0,27.23,63.54,0
22,0,26.53,67.21,0
23,0,25.66,73.28,0
0,0,24.86,79.43,0
1,0,24.3,84.16,0
2,0,24.02,86.75,0
3,0,23.81,88.32,0
4,0,23.51,89.64,0
5,0,23.17,90.36,0
6,11.27,23.32,87.52,0.22052988
7,138.98,25.13,73.66,2.16283033
8,323.65,28.02,54.8,5.37459035
9,566.22,31.01,38.81,10.11464199
10,743.83,33.37,28.11,14.0590857
11,864.85,35.11,21.35,17.01738508
12,908.88,36.64,17.16,18.51391344
13,841.2,37.46,15.1,17.4646084
14,724.47,37.55,14.67,15.09849433
15,535.38,36.9,15.46,11.0476599
16,310.75,35.65,17.84,6.310519375
17,107.97,31.94,38.7,2.12674031
18,0,29.26,46.09,0
19,0,28.43,48.64,0
20,0,27.82,51.9,0
21,0,27.34,54.39,0
22,0,27.11,55.44,0
23,0,26.82,57.58,0
0,0,26.25,63.21,0
1,0,25.58,69.6,0
2,0,25.06,73.27,0
3,0,24.67,74,0
4,0,24.31,74.45,0
5,0,23.93,76.17,0
6,17.4,23.86,76.51,0.3120738
7,169.43,25.68,66.47,2.66329558
8,404.1,28.6,54.52,6.796142
9,631.33,31.42,44.76,11.38386237
10,813.83,33.79,38.05,15.52655457
11,923.97,35.52,33.27,18.34362398
12,941.1,36.79,29.59,19.22950605
13,887.97,37.45,27.28,18.42440193
14,757.05,37.54,25.97,15.76778315
15,551.47,37.08,25.63,11.41984092
16,312.25,35.9,26.6,6.37533625
17,98.95,33.07,38.09,2.013586925
18,0,30.06,48.09,0
19,0,28.89,49.12,0
20,0,27.8,51.04,0
21,0,26.97,53.52,0
22,0,26.33,55.98,0
23,0,25.69,58.55,0
0,0,24.94,63.05,0
1,0,24.13,70.21,0
2,0,23.33,78.25,0
3,0,22.74,85.24,0
4,0,22.29,91.08,0
5,0,22.05,94.52,0
6,17.58,22.93,91.72,0.30732423
7,168.02,25.45,80.81,2.62432405
8,377.73,28.44,65.23,6.33067604
9,582.4,31.29,51.11,10.4744832
10,741.3,33.62,40.9,14.0950027
11,876.6,35.3,34.4,17.322041
12,907.72,36.32,30.64,18.35972568
13,839,36.81,28.76,17.1738655
14,711.4,36.7,28.36,14.556521
15,513.8,35.94,29.43,10.3864374
16,289.88,34.51,32.57,5.74874146
17,100.9,32.42,40.75,2.0204051
18,0,30.35,48.67,0
19,0,29.34,52.99,0
20,0,28.28,58.65,0
21,0,27.42,63.95,0
22,0,26.72,68.76,0
23,0,26.09,73.31,0
0,0,25.53,77.45,0
1,0,25,81.38,0
2,0,24.58,84.61,0
3,0,24.24,87.4,0
4,0,23.95,89.78,0
5,0,23.71,91.71,0
6,17.4,24.01,90.61,0.3132483
7,113.07,25.45,82.4,1.788946675
8,298.38,27.35,69.53,4.87123685
9,495.15,29.3,58.22,8.47536525
10,607.42,31.02,49.95,10.85680078
11,758.08,32.62,43.44,14.08065632
12,746,34.1,38.09,14.36487
13,680.92,35.02,34.44,13.41406828
14,568.2,35.38,32.44,11.3170622
15,379.3,35.01,32.21,7.54805685
16,186.18,33.94,34.04,3.70170214
17,53.97,31.64,44.63,1.14081236
18,0,29.41,53.99,0
19,0,28.63,56.45,0
20,0,27.76,61.01,0
21,0,26.96,66.37,0
22,0,26.27,71.68,0
23,0,25.68,76.55,0
0,0,25.2,80.74,0
1,0,24.81,84.11,0
2,0,24.49,86.73,0
3,0,24.2,88.95,0
4,0,23.94,90.79,0
5,0,23.8,91.78,0
6,17.95,23.97,91.08,0.320930175
7,131.07,25.03,84.96,2.037819445
8,335.3,26.79,72.76,5.37958415
9,523.25,28.89,59.43,8.854699125
10,714.22,30.82,51.18,12.68384218
11,798.97,32.11,46.39,14.65085452
12,872.4,32.75,43.86,16.248495
13,744.15,32.85,42.98,13.92095988
14,613.25,32.59,43.26,11.43330538
15,410.35,32.08,44.55,7.6126251
16,183.82,31.53,46.67,3.45745507
17,63.03,30.43,56.34,1.269463805
18,0,29.1,63.97,0
19,0,28.51,65.25,0
20,0,27.86,67.48,0
21,0,27.1,70.01,0
22,0,26.41,72.19,0
23,0,25.9,73.25,0
0,0,25.53,73.95,0
1,0,25.2,75.2,0
2,0,24.84,77.43,0
3,0,24.44,80.36,0
4,0,24.07,83.44,0
5,0,23.74,86.49,0
6,16.27,23.87,87.16,0.295776705
7,140.27,25.58,80.14,2.21066047
8,301.5,28.31,66.77,5.05158425
9,500.75,30.7,55.6,8.88567375
10,648.17,32.73,46.96,12.07720935
11,743,34.3,40.74,14.364455
12,825.5,35.57,36.11,16.42899075
13,729,36.25,33.28,14.7555625
14,594.65,36.31,32.01,12.08622118
15,412.1,35.68,32.52,8.3120526
16,238.93,34.58,34.53,4.77397723
17,65.45,32.29,45.26,1.366458725
18,0,30.12,54.84,0
19,0,29.44,57.04,0
20,0,28.78,59.72,0
21,0,28.17,62.27,0
22,0,27.62,64.47,0
23,0,27.13,66.71,0
0,0,26.59,70.06,0
1,0,25.96,74.77,0
2,0,25.38,79.67,0
3,0,24.91,83.93,0
4,0,24.48,87.7,0
5,0,24.1,90.76,0
6,17.08,24.24,90.49,0.31035864
7,127.57,26.25,78.58,2.055308125
8,293.65,29.12,62.9,5.0291771
9,463.75,32.01,50.2,8.509149375
10,554.05,34.36,40.99,10.7444086
11,720.17,36.2,34.5,14.5422068
12,712.3,37.58,30.14,14.8368303
13,712.58,38.32,27.55,15.08990452
14,572.05,38.46,26.36,12.18565685
15,403.58,37.98,26.36,8.56101078
16,221.9,36.9,27.73,4.6767745
17,72.68,34.34,38.29,1.56567404
18,0,31.47,48.47,0
19,0,30.54,49.62,0
20,0,29.72,51.98,0
21,0,28.87,55.99,0
22,0,27.85,62.16,0
23,0,26.98,68.7,0
0,0,26.19,75,0
1,0,25.53,80.3,0
2,0,24.98,84.49,0
3,0,24.5,87.87,0
4,0,24.08,90.65,0
5,0,23.79,92.45,0
6,16.42,24.06,90.98,0.29935434
7,108.62,26.39,77.55,1.76724181
8,270.75,29.29,62.84,4.663932875
9,450.92,32,51.07,8.274198
10,618.35,34.35,41.67,11.97695763
11,755.83,36.1,35.39,15.22282085
12,913.92,37.51,30.92,18.97371264
13,820.17,38.19,28.43,17.30066904
14,693.4,38.08,27.59,14.6223524
15,468.65,37.43,27.94,9.801143775
16,264.08,36.1,30.05,5.4402796
17,84.2,34.28,36.92,1.7846192
18,0,32.23,45.09,0
19,0,31.28,47.15,0
20,0,30.14,52.17,0
21,0,29.09,57.84,0
22,0,28.24,62.76,0
23,0,27.48,67.3,0
0,0,26.76,71.86,0
1,0,26.11,76.18,0
2,0,25.52,80.46,0
3,0,25.07,84.13,0
4,0,24.74,86.89,0
5,0,24.55,88.48,0
6,18.9,24.68,88.1,0.3407784
7,137.85,26.09,79.66,2.205365425
8,303.02,28.1,67.74,5.0480129
9,462.12,29.98,59.22,8.05741092
10,622.58,31.36,53.54,11.22052396
11,779.28,32.49,49.05,14.42576324
12,826.33,33,46.24,15.489738
13,761.2,33.05,44.57,14.305447
14,613.62,33.16,43.08,11.59751264
15,430.92,33.19,42.03,8.20195566
16,211.35,32.76,42.53,4.0682842
17,56.85,31.33,48.37,1.184687225
18,0,29.23,57.26,0
19,0,28.73,59.85,0
20,0,28.05,64.92,0
21,0,27.33,70.81,0
22,0,26.71,76.09,0
23,0,26.15,80.76,0
0,0,25.65,84.58,0
1,0,25.21,87.68,0
2,0,24.87,89.96,0
3,0,24.68,91.21,0
4,0,24.55,91.98,0
5,0,24.41,92.74,0
6,21.42,24.63,91.44,0.37773357
7,148.48,26.23,81.81,2.37938368
8,328.73,28.43,68.09,5.518344755
9,503.8,30.8,55.93,8.961918
10,701.8,32.94,46.91,13.1345314
11,759.95,34.54,40.8,14.77171535
12,914.72,35.68,36.84,18.23694432
