HR,Irradiance,Temperature,Humidity,POWER
14,500.15,29.75,63.4,8.711320625
15,322.6,29.68,63.05,5.6683956
16,136.1,29.68,64,2.4881266
17,14.5,28.53,68.28,0.41053325
18,0,27.34,73.99,0
19,0,25.86,82.42,0
20,0,24.89,86.73,0
21,0,24.36,88.28,0
22,0,23.99,90.16,0
23,0,23.67,92.68,0
0,0,23.4,95.06,0
1,0,23.21,96.64,0
2,0,23.04,97.69,0
3,0,22.89,98.29,0
4,0,22.76,98.47,0
5,0,22.63,98.63,0
6,51.38,22.93,97.32,0.78283953
7,198.73,24.16,92.65,2.97583006
8,385.12,25.5,87.09,5.943452
9,548.03,26.65,81.47,8.717362275
10,665.4,27.59,76.98,10.8565237
11,768.78,28.33,73.49,12.79371683
12,805.7,28.86,70.7,13.6050009
13,699.38,29.09,68.56,11.90790889
14,505.95,29.05,67.49,8.651343875
15,270.88,28.84,67.49,4.68128064
16,111,28.37,70.73,1.9933315
17,6.07,27.2,78.03,0.2670593
18,0,25.7,86.66,0
19,0,25.08,89.16,0
20,0,24.55,90.72,0
21,0,24.11,91.89,0
22,0,23.67,93.34,0
23,0,23.26,94.54,0
0,0,22.89,95.57,0
1,0,22.55,96.48,0
2,0,22.26,97.24,0
3,0,22.04,97.78,0
4,0,21.87,98.04,0
5,0,21.72,98.28,0
6,54.47,22.2,97.18,0.8084178
7,211.15,23.69,93.08,3.112777075
8,419.67,25.63,85.24,6.494026445
9,660.15,27.44,76.36,10.7170947
10,722.88,28.55,71.18,12.0980008
11,862.05,29.1,68.7,14.63123225
12,797.12,29.46,67.15,13.67661984
13,636.25,29.61,66.47,10.99365063
14,465.73,29.21,68.21,8.008275485
15,250,28.82,70.51,4.32975
16,111.22,28.32,75.34,1.99446268
17,7.12,27.19,81.59,0.28381676
18,0,26,87.59,0
19,0,25.64,87.8,0
20,0,25.26,88.7,0
21,0,24.75,90.71,0
22,0,24.22,92.83,0
23,0,23.74,94.74,0
0,0,23.31,96.06,0
1,0,22.96,97.33,0
2,0,22.69,97.99,0
3,0,22.46,98.43,0
4,0,22.27,98.61,0
5,0,22.07,98.8,0
6,56.08,22.51,97.72,0.83836236
7,195.07,24.08,93.28,2.91529102
8,339.5,25.87,85.36,5.30541425
9,484.48,27.69,76.45,7.94366304
10,701.72,28.75,71.11,11.8099525
11,756.45,29.33,68.22,12.93069283
12,784.28,29.65,66.77,13.5253059
13,703.92,29.88,65.98,12.23460832
14,504.6,29.9,65.73,8.821643
15,298.77,29.63,66.41,5.254037295
16,129.7,29.02,70.97,2.3401273
17,11.6,27.85,77.69,0.358877
18,0,26.23,86.82,0
19,0,25.59,89.3,0
20,0,25.12,91.07,0
21,0,24.73,92.59,0
22,0,24.35,94.05,0
23,0,24.02,95.37,0
0,0,23.75,96.19,0
1,0,23.42,96.72,0
2,0,23.18,97.05,0
3,0,23.01,97.14,0
4,0,22.92,96.96,0
5,0,22.87,96.57,0
6,55.05,23.23,95.79,0.841902675
7,183.6,25.14,88.77,2.8355668
8,361,26.92,78.79,5.806904
9,536.75,28.04,73.91,8.875524
10,670.2,28.94,70.19,11.3412646
11,763.53,29.53,67.6,13.11940591
12,745.55,29.84,66.43,12.9270579
13,624.92,29.99,65.7,10.90705786
14,480.38,29.88,65.57,8.40061448
15,274,29.55,66.57,4.821015
16,117.45,28.93,71.81,2.129460325
17,14.93,27.55,80.24,0.411082175
18,0,26.02,87.08,0
19,0,25.52,87.97,0
20,0,25.11,88.65,0
21,0,24.65,89.51,0
22,0,24.21,90.81,0
23,0,23.8,92.1,0
0,0,23.48,92.93,0
1,0,23.27,93.03,0
2,0,23.16,92.68,0
3,0,23.09,92.39,0
4,0,22.92,92.92,0
5,0,22.73,94.04,0
6,53.85,22.72,95.73,0.8124999
7,222.8,24.24,91.51,3.3358024
8,416.85,26.11,82.69,6.540966575
9,619.35,27.74,75.09,10.14390855
10,749.97,28.92,69.61,12.67249708
11,807.38,29.65,65.98,13.91014265
12,774.62,30.07,63.99,13.50659553
13,631.58,30.24,62.97,11.09296564
14,358.3,30.15,62.8,6.34486025
15,232.1,29.83,63.92,4.13596935
16,107.38,29.21,68.24,1.97413141
17,12.88,27.62,79.52,0.37838552
18,0,26.23,84.03,0
19,0,25.67,85.33,0
20,0,25.09,86.93,0
21,0,24.62,88.24,0
22,0,24.27,88.98,0
23,0,24.06,88.63,0
0,0,23.91,88.04,0
1,0,23.66,88.26,0
2,0,23.35,89.43,0
3,0,22.84,91.83,0
4,0,22.09,95.5,0
5,0,21.46,98.58,0
6,61.4,21.7,97.63,0.889821
7,269.95,22.92,92.1,3.8665768
8,494.8,24.57,82.74,7.4062562
9,666.22,26.42,72.29,10.50901458
10,726.42,28.05,64.32,11.99331145
11,863.92,29.27,58.71,14.72882228
12,835.15,30.07,54.85,14.55264473
13,689.53,30.37,52.94,12.13919925
14,591.55,30.29,52.65,10.42143478
15,390.65,29.91,55.34,6.872891175
16,182,29.05,57.31,3.221695
17,20.67,26.75,75.36,0.496327625
18,0,25.33,79.66,0
19,0,25.13,79.89,0
20,0,25.06,79.1,0
21,0,25.06,77.56,0
22,0,24.97,76.29,0
23,0,24.64,76.68,0
0,0,24.15,78.77,0
1,0,23.51,83.59,0
2,0,22.94,87.72,0
3,0,22.5,91.22,0
4,0,22.17,93.16,0
5,0,21.88,94.16,0
6,59.92,21.99,93.95,0.87763836
7,205.93,23.3,86.77,3.00141355
8,399.48,25.2,78.24,6.1081532
9,555.85,27.19,69.31,8.975540175
10,778.22,28.73,63.36,13.07954227
11,871.62,29.78,60.06,15.05915462
12,865.6,30.42,58.48,15.2151984
13,743.7,30.66,57.84,13.1797039
14,616.08,30.57,58.11,10.92540452
15,392.02,30.18,59.78,6.94409862
16,181.32,29.52,64.13,3.24860488
17,18.05,27.7,76.55,0.46268075
18,0,25.96,83.05,0
19,0,25.22,84.48,0
20,0,24.56,86.06,0
21,0,24.06,87.51,0
22,0,23.67,88.34,0
23,0,23.38,88.46,0
0,0,23.19,88.27,0
1,0,22.87,89.61,0
2,0,22.37,92.33,0
3,0,21.94,94.76,0
4,0,21.62,96.29,0
5,0,21.34,97.4,0
6,56.17,21.58,97.36,0.81610437
7,235.12,23.09,92.49,3.39471436
8,426.12,25.06,84.8,6.48330524
9,612.38,27.46,70.93,9.95360466
10,796.85,29.16,61.39,13.5444532
11,887.38,30.17,57.96,15.48518957
12,781.4,30.89,55.95,13.9121007
13,709.53,31.26,54.67,12.77169601
14,582.55,31.31,54.18,10.53240073
15,396.52,31.05,54.77,7.1773257
16,184.2,30.92,55.99,3.4137088
17,19.65,29.58,62.18,0.50524865
18,0,28.33,64.11,0
19,0,27.37,67.95,0
20,0,26.63,70.65,0
21,0,25.84,73.92,0
22,0,25.03,77.4,0
23,0,24.17,81.51,0
0,0,23.39,85.18,0
1,0,22.64,89.09,0
2,0,22.05,92.01,0
3,0,21.63,93.85,0
4,0,21.28,95.42,0
5,0,20.98,96.69,0
6,50.25,21.35,96,0.731214375
7,221.88,22.93,90.47,3.19151878
8,386.08,25.17,82.51,5.90073512
9,519.2,27.5,72.79,8.4621
10,700.5,29.14,66.17,11.9125315
11,841.95,30.15,62.45,14.69046913
12,839.28,30.73,59.76,14.87328348
13,720.88,31.02,57.66,12.89606392
14,610.53,31.01,56.59,10.94912839
15,412.12,30.73,57.25,7.39445142
16,186.57,30.44,58.78,3.41527336
17,19.5,28.61,70.04,0.49417775
18,0,26.98,73.38,0
19,0,26.04,77.39,0
20,0,25.24,80.87,0
21,0,24.64,83.36,0
22,0,24.23,84.82,0
23,0,23.89,85.81,0
0,0,23.58,86.75,0
1,0,23.23,88.18,0
2,0,23.02,88.55,0
3,0,22.81,89.66,0
4,0,22.55,91.32,0
5,0,22.38,92.03,0
6,51.53,22.42,93.59,0.77312367
7,239.12,23.58,90.38,3.50400232
8,433.55,25.53,82.51,6.686651675
9,630.42,27.51,72.71,10.25835939
10,749.83,28.74,66.99,12.60941389
11,748.15,29.42,63.95,12.82032035
12,653.5,29.87,61.75,11.35464525
13,575.47,29.97,60.26,10.04908866
14,470.15,29.77,60.11,8.201426975
15,258.9,29.54,62.06,4.5624327
16,114.35,29.29,61.72,2.096002675
17,11.38,27.61,75.63,0.35406581
18,0,26.06,80.5,0
19,0,25.18,84.33,0
20,0,24.59,86.69,0
21,0,24.18,88.79,0
22,0,23.78,90.84,0
23,0,23.49,92.7,0
0,0,23.3,94.19,0
1,0,23.15,95.29,0
2,0,23.04,95.89,0
3,0,22.93,96.18,0
4,0,22.78,96.35,0
5,0,22.66,96.26,0
6,40.92,22.74,95.57,0.63218436
7,192.07,23.52,92.66,2.82313138
8,375.08,24.76,87.55,5.66569136
9,555,26.22,80.63,8.719695
10,651.15,27.51,74.76,10.60272393
11,754.12,28.44,70.34,12.58917776
12,715.85,28.95,67.59,12.13017338
13,593,29.07,65.61,10.1110795
14,466.67,28.87,65.04,7.952755805
15,260.45,28.59,66.37,4.477506975
16,118.93,28.24,67.82,2.11734994
17,9.05,27.38,72.69,0.31544255
18,0,26.41,75.1,0
19,0,25.69,77.99,0
20,0,24.99,80.56,0
21,0,24.26,83.35,0
22,0,23.48,86.86,0
23,0,22.83,89.69,0
0,0,22.31,91.71,0
1,0,21.87,93.44,0
2,0,21.49,95.18,0
3,0,21.17,97.11,0
4,0,20.9,98.69,0
5,0,20.72,99.53,0
6,48.2,21.23,98.02,0.7012287
7,208.95,23.29,90.81,3.043462975
8,406.38,25.47,82.7,6.26164937
9,558.5,27.29,74.84,9.04303425
10,693.55,28.53,68.84,11.60495418
11,761.95,29.32,65.03,13.0204808
12,687.72,29.78,62.34,11.91508572
13,608.47,30.11,60.82,10.65622677
14,509.02,30.15,59.99,8.95495385
15,298.45,29.91,60.41,5.286175275
16,148.25,29.43,63.81,2.679286375
17,18.15,27.9,73.41,0.46593575
18,0,26.64,76.69,0
19,0,25.93,79.05,0
20,0,25.18,81.69,0
21,0,24.29,84.85,0
22,0,23.61,86.41,0
23,0,23.14,86.29,0
0,0,22.83,84.66,0
1,0,22.6,83.5,0
2,0,22.37,83.27,0
3,0,22.18,84.11,0
4,0,21.71,86.45,0
5,0,21.11,89.43,0
6,46.72,20.79,92.97,0.67228896
7,171.1,22.08,88.93,2.4116746
8,341.85,24.13,75.46,5.073915725
9,476.08,26.21,62.19,7.49042556
10,580.97,28.03,53.82,9.606702595
11,785.72,29.29,50.07,13.41263246
12,802.78,30.15,48.37,14.02214265
13,647.95,30.55,47.68,11.46750513
14,562.78,30.59,47.75,9.99737309
15,360.27,30.32,48.84,6.41653638
16,165.27,30.28,49.01,3.03173152
17,17.83,28.84,56.59,0.46826024
18,0,27.79,55.83,0
19,0,27.12,57.26,0
20,0,26.38,60.02,0
21,0,25.88,61.38,0
22,0,25.33,62.89,0
23,0,24.61,65.48,0
0,0,23.94,67.86,0
1,0,23.27,70.56,0
2,0,22.47,74.72,0
3,0,21.97,76.65,0
4,0,21.84,76.33,0
5,0,21.64,77.02,0
6,49.1,21.77,79.32,0.72513315
7,204.43,22.76,79.5,2.93038456
8,415.83,25.45,67.27,6.401655575
9,599.42,28,59.17,9.890517
10,646.28,29.35,56.21,11.0592931
11,838.92,30.25,54.57,14.6757485
12,772.1,30.77,53.58,13.70625765
13,662.53,30.52,54.27,11.71367452
14,521.28,29.94,58.05,9.11800544
15,332.52,29.13,59.76,5.75578842
16,159,28.15,63.29,2.7703825
17,19.3,26.96,73.58,0.4765226
18,0,25.93,80.59,0
19,0,25.21,82.76,0
20,0,24.42,85.42,0
21,0,23.81,87.09,0
22,0,23.32,88.86,0
23,0,22.87,91.29,0
0,0,22.47,93.5,0
1,0,22.36,94.96,0
2,0,22.44,95.61,0
3,0,22.47,96.06,0
4,0,22.45,96.33,0
5,0,22.37,96.58,0
6,43.65,22.5,95.95,0.66564375
7,192.12,23.22,93.13,2.79791188
8,397.02,24.21,90.21,5.89415939
9,569.25,25.27,85.9,8.697913875
10,700.55,26.11,81.43,10.95817473
11,717.7,26.66,77.67,11.4116219
12,708.83,26.9,75.98,11.35849965
13,575.55,26.87,75.76,9.247575325
14,507.73,26.84,75.32,8.17635044
15,320.9,26.68,75.41,5.2061004
16,147.82,26.16,78.38,2.45446204
17,18.88,25.18,84.31,0.45472928
18,0,24.23,86.1,0
19,0,23.78,86.85,0
20,0,23.31,87.85,0
21,0,22.85,87.77,0
22,0,22.76,87.17,0
23,0,22.58,90.3,0
0,0,22.11,92.3,0
1,0,21.81,93.37,0
2,0,21.68,94.33,0
3,0,21.66,95.16,0
4,0,21.56,96.16,0
5,0,21.3,97.3,0
6,43.9,21.57,97,0.65074035
7,142.35,23.31,91.81,2.096992825
8,290.67,25.64,79.06,4.52376296
9,454.98,27.71,69.46,7.46954811
10,611.28,29.09,65.19,10.39426084
11,725,29.93,63.02,12.5934125
12,722.47,30.3,62.07,12.68014095
13,675.65,30.39,61.81,11.90353908
14,545.78,30.09,62.99,9.57680909
15,361.42,29.5,65.83,6.3031755
16,180.73,28.78,71.3,3.17837173
17,22.8,27.33,81.24,0.5359058
18,0,25.94,87.69,0
19,0,25.4,89.61,0
20,0,24.91,91.39,0
21,0,24.45,93.02,0
22,0,24.07,94.49,0
23,0,23.79,95.64,0
0,0,23.61,96.41,0
1,0,23.45,96.87,0
2,0,23.34,97.09,0
3,0,23.24,97.23,0
4,0,23.14,97.35,0
5,0,23.04,97.45,0
6,50.33,23.24,96.98,0.77508864
7,184.75,24.15,94.23,2.770583125
8,333.95,25.62,87.68,5.18242205
9,475.2,27.64,77.09,7.7825376
10,641.35,29.33,68.79,10.96992048
11,732.38,30.15,64.92,12.79299065
12,682.28,30.67,62.5,12.09503742
13,628.12,30.91,60.91,11.22228514
14,520.65,30.78,60.45,9.30396065
15,335.5,30.43,61.37,6.00229425
16,167.9,29.85,65.77,3.04494175
17,19.65,28.28,75.83,0.4937534
18,0,26.63,82.86,0
19,0,25.99,84.28,0
20,0,25.38,85.9,0
21,0,24.82,87.82,0
22,0,24.29,89.77,0
23,0,23.79,91.79,0
0,0,23.36,93.77,0
1,0,22.97,95.88,0
2,0,22.63,97.89,0
3,0,22.36,99.08,0
4,0,22.16,99.61,0
5,0,21.98,100,0
6,42.03,22.46,98.31,0.64240971
7,183.95,24.4,92.12,2.7795835
8,377.98,26.55,82.8,6.01334105
9,525.12,28.55,71.96,8.8056792
10,568.38,29.67,66.11,9.82015057
11,746.22,30.31,63.36,13.08639269
12,643.28,30.75,61.23,11.433687
13,621.45,30.9,59.76,11.10169975
14,499.27,30.85,59.02,8.943378275
15,320.88,30.46,59.84,5.75160216
16,144.05,30.09,62.69,2.650696525
17,17.08,29.12,66.58,0.45786632
18,0,28.06,71.99,0
19,0,26.93,77.58,0
20,0,25.79,84.05,0
21,0,25.1,87.05,0
22,0,24.67,87.74,0
23,0,24.12,90.16,0
0,0,23.67,91.77,0
1,0,23.4,92.98,0
2,0,23.22,93.85,0
3,0,23.03,94.77,0
4,0,22.79,94.63,0
5,0,22.55,94.3,0
6,43.35,22.4,95.44,0.6595305
7,157.98,23.19,92.99,2.31102529
8,308.33,24.33,85.5,4.611988505
9,411.92,25.91,77.63,6.43748124
10,546.35,27.41,70.21,8.887766575
11,655.4,28.53,64.83,10.9821029
12,713.35,29.1,62.13,12.13638075
13,671,29.15,61.59,11.4480925
14,501.27,28.83,62.7,8.522988845
15,256.95,28.36,66.14,4.3927584
16,102.28,27.93,69.51,1.82905618
17,8.02,26.32,79.99,0.29506388
18,0,24.64,86.79,0
19,0,23.96,88.32,0
20,0,23.52,90.37,0
21,0,23.25,92.64,0
22,0,23.1,94.48,0
23,0,22.97,95.87,0
0,0,22.8,96.93,0
1,0,22.6,97.4,0
2,0,22.42,97.57,0
3,0,22.31,97.58,0
4,0,22.23,97.56,0
5,0,22.13,97.56,0
6,37.67,22.34,96.96,0.57995901
7,119.4,23.31,94.08,1.7701963
8,247.23,24.55,88.03,3.738385925
9,397.85,26.01,79.15,6.238572825
10,535.95,27.47,71.87,8.734958425
11,533.05,28.63,67.91,8.976487175
12,553.25,29.28,66.17,9.4843095
13,568.75,29.46,65.74,9.80273125
14,487.1,29.29,66.4,8.38684655
15,352.65,28.69,68.9,6.025325325
16,171.12,27.73,74.55,2.93702092
17,20.38,26.24,83.6,0.48707204
18,0,24.67,89.95,0
19,0,24.12,91.13,0
20,0,23.69,92.09,0
21,0,23.29,92.96,0
22,0,22.94,93.78,0
23,0,22.62,94.63,0
0,0,22.35,95.35,0
1,0,22.13,96.07,0
2,0,21.98,96.45,0
3,0,21.84,96.78,0
4,0,21.66,97.21,0
5,0,21.52,97.49,0
6,42.55,21.79,96.61,0.636786525
7,210.88,22.98,93.24,3.04151008
8,404.4,25.07,84.73,6.1587386
9,572.05,27.29,74.44,9.260247525
10,681.03,28.85,68.71,11.49533448
11,755.17,29.57,66.41,12.99055711
12,607.35,29.98,64.76,10.59132135
13,461.3,30.07,63.72,8.10195595
14,324.83,30.02,63.25,5.74624097
15,200.88,29.65,64.31,3.5835414
16,104.82,29.02,69.41,1.92191938
17,9.8,27.98,75.4,0.3301418
18,0,26.83,80.35,0
19,0,26.11,83.58,0
20,0,25.46,86.26,0
21,0,24.77,88.83,0
22,0,24.23,91.02,0
23,0,23.8,92.86,0
0,0,23.39,94.5,0
1,0,23.02,96.04,0
2,0,22.78,96.95,0
3,0,22.59,97.53,0
4,0,22.43,97.82,0
5,0,22.36,97.82,0
6,34.1,22.74,96.86,0.5368203
7,113.9,23.84,93.04,1.7190442
8,202.52,24.91,89.43,3.10959794
9,317.52,26.17,83.08,5.01997428
10,535.88,27.39,75.95,8.71453894
11,676.62,28.37,71.05,11.28539423
12,755.88,29.14,68.08,12.86640444
13,664.65,29.62,66.24,11.48155735
14,570.17,29.6,66.01,9.8728019
15,365.62,29.29,66.8,6.34012941
16,178.18,28.54,71.47,3.11654074
17,21.92,26.97,82.27,0.51823208
18,0,25.27,88.86,0
19,0,24.8,90.22,0
20,0,24.48,91.42,0
21,0,24.3,92.36,0
22,0,23.95,93.44,0
23,0,23.63,94.23,0
0,0,23.28,95.18,0
1,0,22.87,96.42,0
2,0,22.53,97.76,0
3,0,22.24,98.9,0
4,0,22.08,99.48,0
5,0,22,99.49,0
6,41.12,22.62,97.41,0.63276048
7,145.05,24.21,92.31,2.194184725
8,301.27,26.18,84.32,4.75902437
9,480.58,28.2,75.19,7.9907352
10,496.95,29.47,69.9,8.553864925
11,741.38,30.19,66.77,12.96219299
12,723.12,30.47,65.25,12.74675988
13,699.45,30.7,64.34,12.41583925
14,559.12,30.59,64.83,9.93326636
15,389.25,30.15,66.86,6.890836875
16,189.23,29.5,70.73,3.38164075
17,23.25,27.91,81.65,0.549195875
18,0,26.49,86.21,0
19,0,25.89,87.72,0
20,0,25.32,89.28,0
21,0,24.81,90.78,0
22,0,24.35,92.35,0
23,0,23.82,94.1,0
0,0,23.43,95.8,0
1,0,23.1,97.44,0
2,0,22.83,98.71,0
3,0,22.61,99.67,0
4,0,22.41,100,0
5,0,22.25,100,0
6,38.15,22.68,98.77,0.5924214
7,176.73,24.45,92.38,2.677209325
8,306.05,26.3,84.61,4.84978925
9,425.52,27.97,76.72,7.04150748
10,683.42,29.27,69.75,11.66449153
11,811.83,30.16,64.17,14.17251926
12,754.08,30.72,60.62,13.37220192
13,708.17,31.05,58.27,12.68054283
14,575.53,31.17,56.88,10.37090905
15,381,30.99,56.52,6.8919855
16,189.4,30.64,58.59,3.4816972
17,22.17,29.3,64.98,0.54544895
18,0,27.36,75.55,0
19,0,26.08,81.35,0
20,0,25.21,85.09,0
21,0,24.56,87.99,0
22,0,24.04,90.73,0
23,0,23.55,93.21,0
0,0,23.14,95.23,0
1,0,22.85,96.42,0
2,0,22.62,97.16,0
3,0,22.4,97.87,0
4,0,22.2,98.4,0
5,0,22.01,98.72,0
6,36.2,22.28,97.1,0.5586912
7,154.38,23.89,90.77,2.30858719
8,297.92,25.83,82.33,4.66007312
9,474.17,27.81,73.9,7.802137965
10,651.9,29.33,66.87,11.14872715
11,769.45,30.42,61.8,13.52843855
12,787.75,31,58.98,14.063175
13,678.6,31.29,57.38,12.2297773
14,596.6,31.34,56.47,10.7910998
15,408.7,31.17,56.36,7.41525555
16,206.23,30.69,59.3,3.781501915
17,26.58,29.39,66.01,0.62120879
18,0,27.76,74.72,0
19,0,26.45,80.57,0
20,0,25.46,84.74,0
21,0,24.78,87.04,0
22,0,24.16,89.21,0
23,0,23.52,91.77,0
0,0,23.01,94.23,0
1,0,22.6,96.68,0
2,0,22.3,98.2,0
3,0,22.05,99.28,0
4,0,21.82,100,0
5,0,21.57,100,0
6,37.42,21.98,98.61,0.57044622
7,190.27,24.09,90,2.846134435
8,366.7,26.58,79.61,5.8412237
9,560.75,28.8,68.68,9.4601325
10,724.58,30.29,60.38,12.69356269
11,783.88,31.16,56.05,14.04111536
12,722.05,31.67,53.5,13.11798308
13,653.05,31.94,51.76,11.96522515
14,526.4,31.97,50.82,9.6870536
15,366.15,31.68,50.88,6.7428969
16,180.3,31.3,52.98,3.3756505
17,23.55,29.7,61.54,0.57305825
18,0,27.71,68.23,0
19,0,26.29,74.57,0
20,0,25.24,79.22,0
21,0,24.43,82.73,0
22,0,23.71,85.7,0
23,0,23.02,88.43,0
0,0,22.35,90.93,0
1,0,21.73,93.49,0
2,0,21.2,96.41,0
3,0,20.75,99.29,0
4,0,20.44,100,0
5,0,20.18,100,0
6,37.55,20.71,100,0.550759725
7,204.43,23.19,90.01,2.969941765
8,381.5,25.96,78.42,5.967308
9,571.1,28.42,67.03,9.5354229
10,660.95,30.11,58.45,11.53410453
11,840.85,31.26,52.72,15.09142445
12,854.67,31.96,49.44,15.61687644
13,683.03,32.34,47.41,12.63149809
14,620.4,32.37,46.43,11.5035566
15,437.73,32.05,46.71,8.104648425
16,219.27,31.61,49.15,4.101268615
17,29.35,29.48,62.28,0.6694196
18,0,26.62,72.91,0
19,0,25.25,78.21,0
20,0,24.35,81.41,0
21,0,23.65,84.08,0
22,0,23.05,86.61,0
23,0,22.49,89.34,0
0,0,22.01,91.88,0
1,0,21.6,94.63,0
2,0,21.25,97.62,0
3,0,20.96,100,0
4,0,20.72,100,0
5,0,20.52,100,0
6,35.85,21.07,100,0.534349275
7,197.3,23.58,89.92,2.9034253
8,364.27,26.32,78.22,5.76042638
9,528.17,28.59,67.82,8.865808635
10,673.4,30.18,60.44,11.7706954
11,770.58,31.36,54.5,13.87409996
12,837.4,32.15,50.22,15.3753345
13,765.88,32.51,47.77,14.20649146
14,558.2,32.47,46.7,10.3893893
15,410.2,32.1,46.99,7.613589
16,206.45,31.74,48.82,3.88291285
17,27.3,29.89,60.09,0.63957365
18,0,27.52,68.64,0
19,0,26.18,74.27,0
20,0,25.41,77.16,0
21,0,24.92,79.76,0
22,0,24.17,82.17,0
23,0,23.39,85.11,0
0,0,22.68,88.42,0
1,0,22.05,91.59,0
2,0,21.56,94.75,0
3,0,21.22,97.66,0
4,0,21.08,99.53,0
5,0,21.1,100,0
6,33.72,21.74,98.19,0.51633276
7,205.57,23.86,89.97,3.04809259
8,345.52,26.18,80.5,5.44627112
9,513.2,28.37,70.16,8.5662678
10,654.4,30.19,61.29,11.4443512
11,800.08,31.42,55.84,14.42263112
12,814.6,32.06,53.29,14.9269842
13,708.22,32.34,51.93,13.09255066
14,604.45,32.27,51.46,11.18420818
15,420.17,31.85,52.33,7.747724025
16,202.2,31.35,55.23,3.7707865
17,25.83,29.49,66.57,0.609639515
18,0,27.31,78.47,0
19,0,26.27,81.54,0
20,0,25.42,83.87,0
21,0,24.73,86.28,0
22,0,24.14,88.71,0
23,0,23.66,90.98,0
0,0,23.28,93,0
1,0,22.94,95.17,0
2,0,22.63,97.28,0
3,0,22.39,98.46,0
4,0,22.17,99.3,0
5,0,22.03,99.44,0
6,32.25,22.44,97.45,0.506598
7,190.57,24.25,91.17,2.864232625
8,390.58,26.47,81.42,6.19706867
9,563.3,28.54,71.51,9.4368369
10,603.55,30.08,64.57,10.5329653
11,711.65,31.08,59.58,12.7318244
12,774.35,31.63,56.27,14.04552323
13,672.65,31.77,54.23,12.26897823
14,577.42,31.65,53.43,10.52922935
15,388.8,31.25,54.21,7.0755
16,175.2,30.76,57.53,3.2421184
17,17.3,28.93,69.38,0.46009505
18,0,26.68,80.81,0
19,0,25.77,82.82,0
20,0,25.12,84.54,0
21,0,24.54,86.99,0
22,0,24.09,89.77,0
23,0,23.68,92.67,0
0,0,23.38,94.84,0
1,0,23.11,96.44,0
2,0,22.91,97.33,0
3,0,22.75,97.81,0
4,0,22.61,98.1,0
5,0,22.46,98.43,0
6,20.85,22.74,97.4,0.35154555
7,118.9,24.2,92.41,1.810696
8,247.65,25.92,84.94,3.8972771
9,367.02,27.85,75.43,6.06600315
10,507.92,29.32,68.36,8.70619648
11,621.85,30.3,63.46,10.92086225
12,774.7,30.93,59.84,13.80778695
13,689.45,31.23,57.11,12.40462308
14,506.3,31.12,55.79,9.1288502
15,349.75,30.83,56.01,6.313819125
16,173.15,30.35,59.19,3.174108625
17,19.62,28.71,69.81,0.49705559
18,0,26.81,77.15,0
19,0,25.71,81.77,0
20,0,24.9,84.41,0
21,0,24.26,86.81,0
22,0,23.68,89.56,0
23,0,23.2,92.37,0
0,0,22.79,95.41,0
1,0,22.51,97.37,0
2,0,22.3,98.63,0
3,0,22.18,99.44,0
4,0,22.06,99.95,0
5,0,21.89,100,0
6,25.2,22.29,98.07,0.4072686
7,161.9,24.02,91.15,2.4271021
8,313.2,26.01,82.48,4.9203494
9,457.9,28.02,73.22,7.5807861
10,580.2,29.58,66.04,9.9987922
11,657.92,30.71,60.73,11.66932544
12,688.15,31.5,56.47,12.45508875
13,656.38,31.93,53.26,12.02262103
14,561.03,31.91,51.53,10.29997279
15,390.92,31.58,51.23,7.17131412
16,186.82,31.19,53.32,3.48268711
17,25.02,29.49,63.7,0.59585291
18,0,27.19,75,0
19,0,26.07,79.39,0
20,0,25.22,83.03,0
21,0,24.56,86.11,0
22,0,24,88.79,0
23,0,23.47,91.22,0
0,0,22.98,93.53,0
1,0,22.58,95.88,0
2,0,22.28,97.59,0
3,0,22.05,98.82,0
4,0,21.84,99.81,0
5,0,21.69,100,0
6,29.62,22.14,98.45,0.46617906
7,200.82,24.11,91.59,3.00187159
8,391.4,26.34,82.19,6.1870142
9,484.98,28.35,72.21,8.09580735
10,639.35,29.86,64.59,11.08850845
11,768.33,31.03,58.39,13.71981346
12,768.92,31.65,54.46,13.9547931
13,688.8,31.94,52.28,12.6131224
14,554.83,31.81,51.84,10.16272654
15,371.25,31.26,53.61,6.76456125
16,167.7,30.57,58.07,3.09584005
17,22.98,28.64,70.27,0.55234124
18,0,26.44,80.68,0
19,0,25.59,82.12,0
20,0,24.92,84.24,0
21,0,24.39,86.93,0
22,0,23.93,89.84,0
23,0,23.56,92.31,0
0,0,23.22,94.5,0
1,0,22.91,96.4,0
2,0,22.66,97.54,0
3,0,22.45,98.34,0
4,0,22.28,98.75,0
5,0,22.13,99.08,0
6,25.27,22.5,97.51,0.41062125
7,143.23,24.23,91.55,2.168820805
8,354.33,26.26,82.91,5.59585511
9,402.6,28.1,73.81,6.690627
10,523.12,29.45,67.32,8.9943478
11,661.85,30.45,62.48,11.66093713
12,753.28,30.97,58.91,13.44288672
13,630.33,31.15,56.93,11.32938828
14,585.72,31.1,56.03,10.5336014
15,394.77,30.88,56.13,7.11611142
16,188.65,30.32,59.44,3.4413781
17,27.5,29.07,66.26,0.63286625
18,0,27.38,75.91,0
19,0,26.15,81.08,0
20,0,25.15,84.77,0
21,0,24.43,87.29,0
22,0,23.9,89.36,0
23,0,23.49,91.23,0
0,0,23.18,93.12,0
1,0,22.89,95.36,0
